"","GEOID","NAME","variable","estimate","moe","geoid_int","sf_tag","area","intersection_area","coverage","pre_screened","dac","Utility"
"41","13333","ZCTA5 13333","S1901_C01_012",NA,NA,13333,FALSE,4376866.6971937,4376866.69718545,0.999999999998114,FALSE,FALSE,"NYSEG"
"42","13134","ZCTA5 13134","S1901_C01_012",76563,55668,13134,FALSE,212369.399748777,212369.399748825,1.00000000000023,FALSE,TRUE,"NYSEG"
"43","14070","ZCTA5 14070","S1901_C01_012",44023,4336,14070,FALSE,132970275.285789,82877508.8022676,0.623278462980856,FALSE,TRUE,"NYSEG"
"44","12024","ZCTA5 12024","S1901_C01_012",NA,NA,12024,FALSE,2680791.68843224,2680791.68843249,1.00000000000009,FALSE,FALSE,"NYSEG"
"45","12816","ZCTA5 12816","S1901_C01_012",51480,3023,12816,FALSE,164441979.1235,12670631.097587,0.0770522902066942,FALSE,FALSE,"NYSEG"
"46","12901","ZCTA5 12901","S1901_C01_012",48883,2799,12901,FALSE,198265660.705199,185795110.633742,0.93710181567952,FALSE,TRUE,"NYSEG"
"47","12987","ZCTA5 12987","S1901_C01_012",51979,24234,12987,FALSE,15980290.0597834,15980290.0597807,0.999999999999831,FALSE,FALSE,"NYSEG"
"48","12752","ZCTA5 12752","S1901_C01_012",41202,3004,12752,FALSE,4839753.62019048,4839753.62019943,1.00000000000185,FALSE,FALSE,"NYSEG"
"49","10537","ZCTA5 10537","S1901_C01_012",103021,39308,10537,FALSE,3042032.50748982,2518005.28648418,0.827737797109194,FALSE,TRUE,"NYSEG"
"50","12122","ZCTA5 12122","S1901_C01_012",49289,5711,12122,FALSE,280544690.012252,15459158.2517027,0.0551040843119417,FALSE,FALSE,"NYSEG"
"51","12029","ZCTA5 12029","S1901_C01_012",92500,11606,12029,FALSE,52672666.3338304,52594205.7594947,0.998510411949938,FALSE,FALSE,"NYSEG"
"52","12040","ZCTA5 12040","S1901_C01_012",40833,12031,12040,FALSE,3387475.25265481,3387475.25265542,1.00000000000018,FALSE,FALSE,"NYSEG"
"53","13843","ZCTA5 13843","S1901_C01_012",51207,7253,13843,FALSE,140808151.248528,140808151.24869,1.00000000000115,FALSE,FALSE,"NYSEG"
"54","14808","ZCTA5 14808","S1901_C01_012",52386,14147,14808,FALSE,8742812.99572927,8742812.99572902,0.999999999999972,FALSE,FALSE,"NYSEG"
"55","14810","ZCTA5 14810","S1901_C01_012",41079,3434,14810,FALSE,313383754.347311,305941071.539698,0.976250578709435,FALSE,TRUE,"NYSEG"
"56","14827","ZCTA5 14827","S1901_C01_012",65429,15918,14827,FALSE,234098.625089503,234098.62508984,1.00000000000144,FALSE,FALSE,"NYSEG"
"57","14841","ZCTA5 14841","S1901_C01_012",75074,57365,14841,FALSE,50719846.0171979,50719846.0171518,0.999999999999091,FALSE,FALSE,"NYSEG"
"58","14856","ZCTA5 14856","S1901_C01_012",15089,14123,14856,FALSE,965283.379326554,965283.379326558,1,FALSE,TRUE,"NYSEG"
"59","14860","ZCTA5 14860","S1901_C01_012",51786,6991,14860,FALSE,54300742.3948391,54300742.3948991,1.00000000000111,FALSE,FALSE,"NYSEG"
"60","13774","ZCTA5 13774","S1901_C01_012",34200,2894,13774,FALSE,7778582.13350194,7778582.13349039,0.999999999998515,FALSE,FALSE,"NYSEG"
"61","13778","ZCTA5 13778","S1901_C01_012",58555,4358,13778,FALSE,251835786.21922,249111591.75353,0.989182655465339,FALSE,FALSE,"NYSEG"
"62","14719","ZCTA5 14719","S1901_C01_012",46771,5561,14719,FALSE,245412871.985388,135910370.276382,0.553802941047341,FALSE,FALSE,"NYSEG"
"63","14732","ZCTA5 14732","S1901_C01_012",51429,9869,14732,FALSE,5828927.4088151,5828927.40879103,0.99999999999587,FALSE,FALSE,"NYSEG"
"64","13902","ZCTA5 13902","S1901_C01_012",NA,NA,13902,FALSE,1832700.8550311,1832700.85502977,0.999999999999275,FALSE,FALSE,"NYSEG"
"65","14026","ZCTA5 14026","S1901_C01_012",NA,NA,14026,FALSE,1941244.63373309,1941244.63373302,0.999999999999965,FALSE,FALSE,"NYSEG"
"66","14039","ZCTA5 14039","S1901_C01_012",57188,12606,14039,FALSE,4879957.53047939,4879957.53046631,0.999999999997319,FALSE,FALSE,"NYSEG"
"67","14529","ZCTA5 14529","S1901_C01_012",NA,NA,14529,FALSE,999607.853208996,999607.853208143,0.999999999999147,FALSE,FALSE,"NYSEG"
"68","13812","ZCTA5 13812","S1901_C01_012",66696,9512,13812,FALSE,83883704.4853968,83872793.7190787,0.999869929846505,FALSE,TRUE,"NYSEG"
"69","13815","ZCTA5 13815","S1901_C01_012",47874,4155,13815,FALSE,278898447.747486,278898447.747544,1.00000000000021,FALSE,TRUE,"NYSEG"
"70","13820","ZCTA5 13820","S1901_C01_012",48875,3806,13820,FALSE,278527645.09161,278527645.093717,1.00000000000756,FALSE,TRUE,"NYSEG"
"71","14041","ZCTA5 14041","S1901_C01_012",55313,39649,14041,FALSE,5994443.36852035,5994443.3685203,0.999999999999992,FALSE,FALSE,"NYSEG"
